"rules","support","confidence","coverage","lift","count"
"{COMP6730} => {COMP6240}",0.296875,0.422222222222222,0.703125,0.73033033033033,19
"{COMP6240} => {COMP6730}",0.296875,0.513513513513513,0.578125,0.73033033033033,19
"{COMP7240} => {COMP6730}",0.171875,1,0.171875,1.42222222222222,11
"{COMP6730} => {COMP7240}",0.171875,0.244444444444444,0.703125,1.42222222222222,11
